Person_ID,split,cv_fold
P07778,holdout,-1
P07779,holdout,-1
P07780,holdout,-1
P07781,holdout,-1
P07782,development,3
P07783,development,2
P07784,development,4
P07785,development,0
P07786,development,1
P07787,development,3
P07788,holdout,-1
P07789,development,1
P07790,development,1
P07791,development,1
P07792,development,4
P07793,development,2
P07794,development,0
P07795,development,1
P07796,development,4
P07797,development,3
P07798,development,4
P07799,development,0
P07800,development,2
P07801,holdout,-1
P07802,development,3
P07803,development,2
P07804,development,0
P07805,development,2
P07806,development,2
P07807,holdout,-1
P07808,holdout,-1
P07809,development,0
P07810,development,4
P07811,development,1
P07812,holdout,-1
P07813,development,4
P07814,holdout,-1
P07815,holdout,-1
P07816,development,1
P07817,development,1
P07818,holdout,-1
P07819,holdout,-1
P07820,holdout,-1
P07821,development,0
P07822,development,2
P07823,holdout,-1
P07824,development,4
P07825,development,3
P07826,holdout,-1
P07827,development,4
P07828,development,3
P07829,development,4
P07830,development,0
P07831,development,2
P07832,development,2
P07833,development,0
P07834,development,4
P07835,holdout,-1
P07836,development,3
P07837,holdout,-1
P07838,holdout,-1
P07839,development,2
P07840,development,2
P07841,holdout,-1
P07842,development,0
P07843,development,4
P07844,development,4
P07845,development,1
P07846,development,3
P07847,development,3
P07848,holdout,-1
P07849,development,3
P07850,development,0
P07851,development,0
P07852,holdout,-1
P07853,development,3
P07854,development,2
P07855,development,3
P07856,development,3
P07857,development,1
P07858,holdout,-1
P07859,development,0
P07860,development,3
P07861,development,3
P07862,development,1
P07863,development,1
P07864,development,0
P07865,holdout,-1
P07866,development,2
P07867,development,4
P07868,development,3
P07869,development,0
P07870,development,2
P07871,development,3
P07872,development,2
P07873,holdout,-1
P07874,holdout,-1
P07875,development,1
P07876,development,3
P07877,holdout,-1
P07878,development,1
P07879,development,1
P07880,development,3
P07881,development,2
P07882,development,2
P07883,development,3
P07884,holdout,-1
P07885,development,4
P07886,development,2
P07887,development,3
P07888,development,3
P07889,development,1
P07890,holdout,-1
P07891,development,1
P07892,development,0
P07893,development,0
P07894,development,4
P07895,development,0
P07896,development,3
P07897,development,4
P07898,development,3
P07899,development,1
P07900,development,4
P07901,holdout,-1
P07902,development,1
P07903,holdout,-1
P07904,development,2
P07905,holdout,-1
P07906,holdout,-1
P07907,development,2
P07908,development,1
P07909,development,4
P07910,development,4
P07911,development,2
P07912,development,3
P07913,development,0
P07914,holdout,-1
P07915,development,2
P07916,holdout,-1
P07917,development,3
P07918,development,2
P07919,development,1
P07920,development,2
P07921,development,2
P07922,development,1
P07923,holdout,-1
P07924,development,2
P07925,development,0
P07926,holdout,-1
P07927,development,4
P07928,development,3
P07929,holdout,-1
P07930,development,0
P07931,development,0
P07932,holdout,-1
P07933,holdout,-1
P07934,development,1
P07935,development,4
P07936,development,4
P07937,development,3
P07938,development,1
P07939,development,4
P07940,development,4
P07941,development,3
P07942,holdout,-1
P07943,holdout,-1
P07944,development,3
P07945,development,1
P07946,development,3
P07947,holdout,-1
P07948,development,3
P07949,development,4
P07950,development,0
P07951,development,1
P07952,development,1
P07953,development,2
P07954,development,0
P07955,development,0
P07956,development,2
P07957,development,0
P07958,development,3
P07959,development,1
P07960,development,3
P07961,development,3
P07962,development,2
P07963,development,0
P07964,holdout,-1
P07965,development,1
P07966,holdout,-1
P07967,development,2
P07968,development,3
P07969,development,0
P07970,development,3
P07971,development,3
P07972,development,2
P07973,development,0
P07974,holdout,-1
P07975,development,2
P07976,development,1
P07977,development,3
P07978,development,0
P07979,development,0
P07980,development,3
P07981,development,0
P07982,development,3
P07983,holdout,-1
P07984,development,0
P07985,development,4
P07986,holdout,-1
P07987,development,3
P07988,development,0
P07989,development,0
P07990,holdout,-1
P07991,development,0
P07992,development,2
P07993,development,0
P07994,development,3
P07995,development,3
P07996,development,4
P07997,development,3
P07998,development,0
P07999,development,0
P08000,development,3
P08001,development,2
P08002,holdout,-1
P08003,holdout,-1
P08004,development,1
P08005,development,1
P08006,development,0
P08007,development,2
P08008,development,4
P08009,development,2
P08010,holdout,-1
P08011,development,0
P08012,development,0
P08013,development,1
P08014,development,2
P08015,holdout,-1
P08016,development,3
P08017,development,3
P08018,development,4
P08019,development,2
P08020,holdout,-1
P08021,development,4
P08022,development,0
P08023,development,3
P08024,development,1
P08025,development,0
P08026,development,0
P08027,development,2
P08028,development,3
P08029,development,3
P08030,development,2
P08031,holdout,-1
P08032,holdout,-1
P08033,development,2
P08034,development,0
P08035,development,4
P08036,development,2
P08037,development,4
P08038,development,1
P08039,development,1
P08040,development,1
P08041,holdout,-1
P08042,development,3
P08043,development,4
P08044,development,2
P08045,development,1
P08046,development,2
P08047,development,1
P08048,holdout,-1
P08049,holdout,-1
P08050,development,3
P08051,holdout,-1
P08052,development,1
P08053,holdout,-1
P08054,development,4
P08055,development,2
P08056,holdout,-1
P08057,development,1
P08058,holdout,-1
P08059,development,2
P08060,holdout,-1
P08061,holdout,-1
P08062,development,0
P08063,holdout,-1
P08064,development,4
P08065,development,4
P08066,development,3
P08067,holdout,-1
P08068,holdout,-1
P08069,development,3
P08070,development,2
P08071,holdout,-1
P08072,development,1
P08073,development,1
P08074,development,3
P08075,development,0
P08076,development,2
P08077,holdout,-1
P08078,development,4
P08079,development,1
P08080,development,1
P08081,development,0
P08082,development,0
P08083,development,0
P08084,development,2
P08085,development,2
P08086,development,1
P08087,development,2
P08088,development,0
P08089,development,2
P08090,development,4
P08091,development,2
P08092,development,1
P08093,holdout,-1
P08094,holdout,-1
P08095,development,0
P08096,development,1
P08097,development,3
P08098,development,2
P08099,development,1
P08100,development,2
P08101,development,0
P08102,development,3
P08103,holdout,-1
P08104,development,2
P08105,development,4
P08106,development,1
P08107,development,2
P08108,holdout,-1
P08109,development,0
P08110,development,2
P08111,holdout,-1
P08112,development,0
P08113,development,4
P08114,holdout,-1
P08115,development,0
P08116,development,2
P08117,development,4
P08118,holdout,-1
P08119,development,3
P08120,holdout,-1
P08121,development,1
P08122,holdout,-1
P08123,development,2
P08124,holdout,-1
P08125,holdout,-1
P08126,development,1
P08127,development,2
P08128,development,1
P08129,development,4
P08130,holdout,-1
P08131,development,4
P08132,development,2
P08133,development,1
P08134,development,4
P08135,development,1
P08136,development,4
P08137,development,1
P08138,development,3
P08139,development,4
P08140,development,4
P08141,development,0
P08142,holdout,-1
P08143,development,0
P08144,development,3
P08145,development,4
P08146,development,4
P08147,development,2
P08148,development,4
P08149,development,0
P08150,development,0
P08151,development,3
P08152,development,4
P08153,development,3
P08154,development,4
P08155,development,1
P08156,development,0
P08157,development,2
P08158,development,0
P08159,holdout,-1
P08160,holdout,-1
P08161,development,1
P08162,development,0
P08163,holdout,-1
P08164,development,3
P08165,development,1
P08166,development,3
P08167,development,3
P08168,development,0
P08169,development,0
P08170,development,1
P08171,development,3
P08172,holdout,-1
P08173,holdout,-1
P08174,development,1
P08175,development,1
P08176,holdout,-1
P08177,development,1
P08178,development,2
P08179,development,0
P08180,development,3
P08181,development,0
P08182,development,2
P08183,holdout,-1
P08184,development,1
P08185,holdout,-1
P08186,development,3
P08187,development,0
P08188,development,2
P08189,development,1
P08190,development,2
P08191,development,0
P08192,development,3
P08193,development,2
P08194,holdout,-1
P08195,development,1
P08196,holdout,-1
P08197,holdout,-1
P08198,development,1
P08199,development,4
P08200,holdout,-1
P08201,development,0
P08202,holdout,-1
P08203,development,0
P08204,holdout,-1
P08205,development,0
P08206,development,0
P08207,development,4
P08208,development,2
P08209,development,2
P08210,development,4
P08211,development,0
P08212,development,1
P08213,development,3
P08214,development,0
P08215,development,0
P08216,development,4
P08217,development,0
P08218,development,3
P08219,holdout,-1
P08220,holdout,-1
P08221,holdout,-1
P08222,holdout,-1
P08223,development,0
P08224,development,4
P08225,development,1
P08226,holdout,-1
P08227,development,3
P08228,development,0
P08229,development,1
P08230,development,3
P08231,development,0
P08232,holdout,-1
P08233,development,1
P08234,development,1
P08235,development,3
P08236,development,2
P08237,development,0
P08238,development,3
P08239,development,0
P08240,holdout,-1
P08241,development,0
P08242,development,0
P08243,development,3
P08244,development,0
P08245,holdout,-1
P08246,development,0
P08247,development,0
P08248,development,4
P08249,development,4
P08250,development,3
P08251,development,4
P08252,development,0
P08253,development,3
P08254,holdout,-1
P08255,development,1
P08256,development,4
P08257,development,0
P08258,development,3
P08259,development,1
P08260,holdout,-1
P08261,development,3
P08262,development,1
P08263,development,1
P08264,development,4
P08265,development,4
P08266,development,0
P08267,development,0
P08268,development,1
P08269,development,2
P08270,development,1
P08271,development,1
P08272,holdout,-1
P08273,development,4
P08274,development,1
P08275,development,4
P08276,development,4
P08277,development,4
P08278,development,2
P08279,development,0
P08280,development,0
P08281,development,1
P08282,holdout,-1
P08283,holdout,-1
P08284,development,0
P08285,development,0
P08286,development,0
P08287,development,0
P08288,development,2
P08289,development,3
P08290,development,4
P08291,development,3
P08292,development,2
P08293,development,3
P08294,development,4
P08295,development,2
P08296,development,2
P08297,holdout,-1
P08298,development,4
P08299,holdout,-1
P08300,development,1
P08301,holdout,-1
P08302,development,1
P08303,development,1
P08304,development,2
P08305,development,2
P08306,development,4
P08307,development,3
P08308,development,3
P08309,development,1
P08310,development,1
P08311,development,1
P08312,development,4
P08313,development,0
P08314,holdout,-1
P08315,development,3
P08316,development,0
P08317,development,1
P08318,development,4
P08319,holdout,-1
P08320,development,0
P08321,development,2
P08322,development,0
P08323,development,4
P08324,development,1
P08325,development,0
P08326,development,0
P08327,holdout,-1
P08328,development,1
P08329,development,1
P08330,holdout,-1
P08331,development,0
P08332,development,1
P08333,development,4
P08334,development,3
P08335,development,2
P08336,development,2
P08337,holdout,-1
P08338,development,2
P08339,holdout,-1
P08340,development,1
P08341,holdout,-1
P08342,development,4
P08343,development,2
P08344,holdout,-1
P08345,development,3
P08346,holdout,-1
P08347,development,0
P08348,holdout,-1
P08349,holdout,-1
P08350,development,4
P08351,holdout,-1
P08352,development,1
P08353,development,2
P08354,holdout,-1
P08355,development,2
P08356,development,2
P08357,development,3
P08358,development,0
P08359,development,3
P08360,development,1
P08361,development,4
P08362,holdout,-1
P08363,holdout,-1
P08364,development,1
P08365,development,4
P08366,development,0
P08367,development,4
P08368,development,2
P08369,development,0
P08370,development,2
P08371,development,2
P08372,development,3
P08373,development,0
P08374,development,4
P08375,development,1
P08376,development,0
P08377,development,2
P08378,development,2
P08379,development,3
P08380,holdout,-1
P08381,development,4
P08382,development,4
P08383,development,0
P08384,development,3
P08385,development,1
P08386,development,0
P08387,holdout,-1
P08388,holdout,-1
P08389,development,3
P08390,holdout,-1
P08391,development,4
P08392,development,3
P08393,development,3
P08394,development,0
P08395,development,3
P08396,development,0
P08397,development,0
P08398,holdout,-1
P08399,holdout,-1
P08400,holdout,-1
P08401,holdout,-1
P08402,development,4
P08403,development,2
P08404,holdout,-1
P08405,development,1
P08406,development,4
P08407,development,0
P08408,development,1
P08409,development,3
P08410,holdout,-1
P08411,holdout,-1
P08412,development,1
P08413,development,0
P08414,development,1
P08415,development,0
P08416,development,1
P08417,development,2
P08418,development,3
P08419,development,2
P08420,development,4
P08421,development,3
P08422,development,1
P08423,development,1
P08424,development,3
P08425,holdout,-1
P08426,development,4
P08427,development,4
P08428,development,0
P08429,development,4
P08430,development,2
P08431,development,1
P08432,development,2
P08433,development,4
P08434,development,1
P08435,development,3
P08436,development,1
P08437,development,0
P08438,development,2
P08439,development,4
P08440,development,4
P08441,holdout,-1
P08442,development,0
P08443,development,4
P08444,development,2
P08445,holdout,-1
P08446,development,4
P08447,holdout,-1
P08448,development,2
P08449,development,0
P08450,development,2
P08451,development,4
P08452,development,1
P08453,holdout,-1
P08454,development,1
P08455,holdout,-1
P08456,development,2
P08457,holdout,-1
P08458,development,1
P08459,development,0
P08460,development,0
P08461,development,4
P08462,development,2
P08463,development,2
P08464,development,3
P08465,development,2
P08466,development,1
P08467,development,0
P08468,development,4
P08469,development,3
P08470,development,4
P08471,holdout,-1
P08472,holdout,-1
P08473,development,0
P08474,development,1
P08475,holdout,-1
P08476,holdout,-1
P08477,development,0
P08478,development,3
P08479,development,3
P08480,development,0
P08481,development,0
P08482,holdout,-1
P08483,development,0
P08484,development,1
P08485,development,4
P08486,development,1
P08487,development,2
P08488,development,1
P08489,holdout,-1
P08490,development,2
P08491,development,3
P08492,development,1
P08493,development,3
P08494,holdout,-1
P08495,development,1
P08496,development,4
P08497,development,2
P08498,development,1
P08499,development,4
P08500,development,2
P08501,development,2
P08502,development,0
P08503,development,3
P08504,development,0
P08505,development,2
P08506,holdout,-1
P08507,development,0
P08508,development,4
P08509,development,2
P08510,development,3
P08511,development,3
P08512,development,1
P08513,development,3
P08514,development,3
P08515,holdout,-1
P08516,holdout,-1
P08517,development,2
P08518,development,1
P08519,development,1
P08520,development,4
P08521,development,1
P08522,development,4
P08523,development,1
P08524,holdout,-1
P08525,development,1
P08526,holdout,-1
P08527,development,4
P08528,development,1
P08529,holdout,-1
P08530,development,3
P08531,development,0
P08532,development,1
P08533,holdout,-1
P08534,development,0
P08535,development,4
P08536,development,2
P08537,development,3
P08538,development,2
P08539,development,2
P08540,development,0
P08541,development,1
P08542,development,3
P08543,development,2
P08544,development,3
P08545,development,2
P08546,development,1
P08547,development,0
P08548,holdout,-1
P08549,development,2
P08550,development,2
P08551,development,1
P08552,development,4
P08553,development,4
P08554,holdout,-1
P08555,development,4
P08556,development,4
P08557,development,4
P08558,development,0
P08559,development,1
P08560,development,3
P08561,development,4
P08562,development,0
P08563,holdout,-1
P08564,development,3
P08565,holdout,-1
P08566,development,1
P08567,development,3
P08568,development,4
P08569,development,1
P08570,development,3
P08571,development,4
P08572,development,4
P08573,development,0
P08574,development,0
P08575,holdout,-1
P08576,development,1
P08577,development,0
P08578,development,0
P08579,holdout,-1
P08580,development,1
P08581,development,4
P08582,development,4
P08583,development,2
P08584,holdout,-1
P08585,development,4
P08586,development,4
P08587,holdout,-1
P08588,development,3
P08589,development,4
P08590,development,4
P08591,development,0
P08592,development,0
P08593,development,2
P08594,development,0
P08595,development,2
P08596,development,3
P08597,holdout,-1
P08598,development,3
P08599,development,0
P08600,development,3
P08601,holdout,-1
P08602,development,1
P08603,development,2
P08604,holdout,-1
P08605,development,2
P08606,holdout,-1
P08607,holdout,-1
P08608,development,2
P08609,development,2
P08610,development,4
P08611,development,3
P08612,development,0
P08613,development,1
P08614,development,4
P08615,development,1
P08616,development,1
P08617,development,1
P08618,development,1
P08619,development,4
P08620,development,0
P08621,development,1
P08622,development,3
P08623,development,4
P08624,holdout,-1
P08625,development,4
P08626,development,4
P08627,development,0
P08628,development,3
P08629,holdout,-1
P08630,development,2
P08631,development,1
P08632,holdout,-1
P08633,development,1
P08634,development,3
P08635,holdout,-1
P08636,development,0
P08637,development,3
P08638,development,2
P08639,holdout,-1
P08640,development,4
P08641,development,1
P08642,development,3
P08643,development,0
P08644,development,3
P08645,development,0
P08646,development,4
P08647,development,0
P08648,development,4
P08649,development,3
P08650,development,2
P08651,development,1
P08652,development,0
P08653,development,3
P08654,development,3
P08655,development,1
P08656,development,4
P08657,development,4
P08658,development,4
P08659,holdout,-1
P08660,development,4
P08661,holdout,-1
P08662,development,1
P08663,development,3
P08664,development,2
P08665,holdout,-1
P08666,development,4
P08667,development,3
P08668,development,3
P08669,holdout,-1
P08670,development,0
P08671,development,4
P08672,holdout,-1
P08673,development,3
P08674,holdout,-1
P08675,development,4
P08676,development,3
P08677,development,0
P08678,development,1
P08679,development,0
P08680,development,0
P08681,development,3
P08682,holdout,-1
P08683,holdout,-1
P08684,development,3
P08685,development,4
P08686,development,2
P08687,development,2
P08688,development,0
P08689,holdout,-1
P08690,development,4
P08691,development,1
P08692,development,3
P08693,development,1
P08694,development,2
P08695,development,1
P08696,development,1
P08697,development,3
P08698,development,3
P08699,holdout,-1
P08700,development,3
P08701,development,3
P08702,development,4
P08703,development,3
P08704,development,2
P08705,development,1
P08706,development,0
P08707,development,4
P08708,holdout,-1
P08709,development,3
P08710,development,0
P08711,development,1
P08712,holdout,-1
P08713,development,1
P08714,holdout,-1
P08715,development,3
P08716,development,4
P08717,development,0
P08718,development,3
P08719,development,3
P08720,development,0
P08721,development,0
P08722,development,0
P08723,development,4
P08724,holdout,-1
P08725,development,0
P08726,development,0
P08727,development,4
P08728,holdout,-1
P08729,holdout,-1
P08730,development,1
P08731,development,2
P08732,holdout,-1
P08733,holdout,-1
P08734,development,3
P08735,development,3
P08736,development,4
P08737,development,1
P08738,development,1
P08739,development,4
P08740,development,3
P08741,development,4
P08742,development,3
P08743,development,2
P08744,development,3
P08745,holdout,-1
P08746,holdout,-1
P08747,development,0
P08748,development,1
P08749,holdout,-1
P08750,development,1
P08751,holdout,-1
P08752,development,2
P08753,holdout,-1
P08754,development,2
P08755,holdout,-1
P08756,development,2
P08757,development,1
P08758,development,2
P08759,development,1
P08760,development,2
P08761,holdout,-1
P08762,development,4
P08763,development,2
P08764,holdout,-1
P08765,development,3
P08766,development,4
P08767,development,1
P08768,development,2
P08769,development,1
P08770,development,3
P08771,development,4
P08772,development,4
P08773,development,2
P08774,development,4
P08775,development,3
P08776,development,2
P08777,development,2
P08778,holdout,-1
P08779,development,0
P08780,development,3
P08781,development,1
P08782,development,1
P08783,development,1
P08784,development,1
P08785,development,1
P08786,development,0
P08787,development,0
P08788,development,2
P08789,development,1
P08790,holdout,-1
P08791,development,0
P08792,development,1
P08793,development,0
P08794,holdout,-1
P08795,development,3
P08796,development,2
P08797,development,0
P08798,development,4
P08799,development,3
P08800,development,2
P08801,development,1
P08802,holdout,-1
P08803,development,4
P08804,development,3
P08805,holdout,-1
P08806,development,4
P08807,development,2
P08808,development,0
P08809,development,3
P08810,holdout,-1
P08811,development,0
P08812,holdout,-1
P08813,holdout,-1
P08814,development,0
P08815,development,4
P08816,development,4
P08817,development,4
P08818,development,2
P08819,development,2
P08820,development,1
P08821,development,1
P08822,development,4
P08823,development,4
P08824,development,3
P08825,development,1
P08826,development,2
P08827,development,3
P08828,development,0
P08829,holdout,-1
P08830,development,0
P08831,development,4
P08832,holdout,-1
P08833,development,1
P08834,development,4
P08835,development,1
P08836,development,3
P08837,development,1
P08838,development,4
P08839,development,2
P08840,development,4
P08841,development,4
P08842,development,1
P08843,development,4
P08844,development,2
P08845,development,0
P08846,development,3
P08847,holdout,-1
P08848,development,0
P08849,holdout,-1
P08850,development,2
P08851,development,2
P08852,development,1
P08853,holdout,-1
P08854,development,2
P08855,development,2
P08856,holdout,-1
P08857,development,1
P08858,development,3
P08859,development,0
P08860,development,1
P08861,development,3
P08862,development,1
P08863,holdout,-1
P08864,holdout,-1
P08865,development,4
P08866,development,3
P08867,holdout,-1
P08868,holdout,-1
P08869,development,0
P08870,development,3
P08871,development,0
P08872,holdout,-1
P08873,development,4
P08874,development,0
P08875,development,0
P08876,development,2
P08877,development,3
P08878,holdout,-1
P08879,holdout,-1
P08880,development,2
P08881,holdout,-1
P08882,development,3
P08883,development,3
P08884,development,2
P08885,holdout,-1
P08886,development,0
P08887,development,3
P08888,development,2
P08889,development,3
P08890,holdout,-1
P08891,development,3
P08892,holdout,-1
P08893,development,3
P08894,development,1
P08895,development,2
P08896,development,3
P08897,development,1
P08898,development,3
P08899,development,0
P08900,development,4
P08901,development,2
P08902,development,4
P08903,development,4
P08904,development,0
P08905,development,4
P08906,development,2
P08907,development,0
P08908,development,0
P08909,development,3
P08910,development,4
P08911,development,4
P08912,development,3
P08913,development,1
P08914,development,4
P08915,development,4
P08916,holdout,-1
P08917,development,4
P08918,development,3
P08919,development,3
P08920,holdout,-1
P08921,development,3
P08922,development,1
P08923,development,4
P08924,development,1
P08925,holdout,-1
P08926,development,2
P08927,development,3
P08928,development,2
P08929,development,1
P08930,holdout,-1
P08931,holdout,-1
P08932,development,0
P08933,holdout,-1
P08934,development,2
P08935,development,4
P08936,development,2
P08937,development,3
P08938,holdout,-1
P08939,holdout,-1
P08940,holdout,-1
P08941,development,0
P08942,holdout,-1
P08943,holdout,-1
P08944,holdout,-1
P08945,development,4
P08946,development,2
P08947,holdout,-1
P08948,development,3
P08949,development,4
P08950,development,0
P08951,development,2
P08952,development,4
P08953,holdout,-1
P08954,development,4
P08955,development,2
P08956,development,3
P08957,development,2
P08958,holdout,-1
P08959,holdout,-1
P08960,development,3
P08961,development,2
P08962,development,3
P08963,holdout,-1
P08964,development,0
P08965,development,1
P08966,development,1
P08967,development,0
P08968,development,1
P08969,development,1
P08970,development,0
P08971,development,2
P08972,holdout,-1
P08973,holdout,-1
P08974,holdout,-1
P08975,development,2
P08976,holdout,-1
P08977,holdout,-1
P08978,development,2
P08979,development,1
P08980,holdout,-1
P08981,development,2
P08982,development,0
P08983,development,0
P08984,development,4
P08985,development,4
P08986,development,3
P08987,development,3
P08988,development,1
P08989,development,3
P08990,development,3
P08991,development,4
P08992,development,3
P08993,holdout,-1
P08994,holdout,-1
P08995,development,3
P08996,holdout,-1
P08997,development,4
P08998,development,4
P08999,development,4
P09000,development,3
P09001,development,4
P09002,development,1
P09003,holdout,-1
P09004,development,0
P09005,development,4
P09006,development,1
P09007,development,0
P09008,development,3
P09009,development,1
P09010,development,1
P09011,development,3
P09012,holdout,-1
P09013,development,4
P09014,development,1
P09015,holdout,-1
P09016,development,4
P09017,development,4
P09018,development,3
P09019,development,0
P09020,holdout,-1
P09021,holdout,-1
P09022,development,3
P09023,development,2
P09024,holdout,-1
P09025,development,3
P09026,holdout,-1
P09027,development,0
P09028,holdout,-1
P09029,holdout,-1
P09030,development,3
P09031,development,3
P09032,development,2
P09033,development,3
P09034,development,4
P09035,development,0
P09036,development,3
P09037,development,3
P09038,holdout,-1
P09039,development,0
P09040,holdout,-1
P09041,development,2
P09042,holdout,-1
P09043,holdout,-1
P09044,holdout,-1
P09045,development,3
P09046,holdout,-1
P09047,holdout,-1
P09048,holdout,-1
P09049,development,1
P09050,development,3
P09051,holdout,-1
P09052,development,3
P09053,development,2
P09054,development,0
P09055,development,3
P09056,development,2
P09057,holdout,-1
P09058,holdout,-1
P09059,holdout,-1
P09060,development,3
P09061,development,0
P09062,development,2
P09063,development,3
P09064,development,2
P09065,development,4
P09066,development,2
P09067,holdout,-1
P09068,development,3
P09069,holdout,-1
P09070,holdout,-1
P09071,development,1
P09072,development,4
P09073,holdout,-1
P09074,development,4
P09075,holdout,-1
P09076,development,2
P09077,development,0
P09078,development,0
P09079,development,1
P09080,holdout,-1
P09081,development,2
P09082,development,3
P09083,development,0
P09084,holdout,-1
P09085,development,4
P09086,development,0
P09087,holdout,-1
P09088,development,1
P09089,development,2
P09090,development,3
P09091,development,3
P09092,holdout,-1
P09093,development,1
P09094,development,0
P09095,development,2
P09096,holdout,-1
P09097,development,1
P09098,development,3
P09099,holdout,-1
P09100,development,2
P09101,development,2
P09102,development,4
P09103,development,2
P09104,development,3
P09105,development,0
P09106,holdout,-1
P09107,development,3
P09108,development,2
P09109,development,0
P09110,development,4
P09111,holdout,-1
P09112,development,2
P09113,development,3
P09114,development,0
P09115,development,3
P09116,development,2
P09117,development,2
P09118,development,3
P09119,development,0
P09120,development,0
P09121,development,0
P09122,holdout,-1
P09123,development,1
P09124,development,4
P09125,development,3
P09126,development,4
P09127,holdout,-1
P09128,holdout,-1
P09129,development,1
P09130,development,0
P09131,development,3
P09132,development,3
P09133,holdout,-1
P09134,development,2
P09135,holdout,-1
P09136,development,0
P09137,development,2
P09138,development,1
P09139,development,4
P09140,development,0
P09141,development,0
P09142,development,2
P09143,development,2
P09144,development,0
P09145,development,3
P09146,development,3
P09147,development,4
P09148,development,0
P09149,development,0
P09150,development,3
P09151,holdout,-1
P09152,development,4
P09153,development,1
P09154,holdout,-1
P09155,development,3
P09156,holdout,-1
P09157,holdout,-1
P09158,development,4
P09159,development,4
P09160,development,1
P09161,holdout,-1
P09162,holdout,-1
P09163,holdout,-1
P09164,development,4
P09165,holdout,-1
P09166,development,1
P09167,development,0
P09168,development,1
P09169,holdout,-1
P09170,holdout,-1
P09171,development,2
P09172,holdout,-1
P09173,development,3
P09174,development,3
P09175,development,3
P09176,development,2
P09177,development,4
P09178,development,2
P09179,holdout,-1
P09180,development,4
P09181,development,1
P09182,development,2
P09183,development,3
P09184,development,1
P09185,development,4
P09186,development,0
P09187,holdout,-1
P09188,development,1
P09189,development,4
P09190,development,4
P09191,development,2
P09192,holdout,-1
P09193,development,3
P09194,development,0
P09195,development,4
P09196,development,4
P09197,development,4
P09198,development,1
P09199,development,3
P09200,development,1
P09201,development,0
P09202,development,1
P09203,development,2
P09204,development,3
P09205,development,1
P09206,development,3
P09207,development,4
P09208,development,2
P09209,development,2
P09210,development,0
P09211,development,1
P09212,holdout,-1
P09213,development,2
P09214,development,1
P09215,holdout,-1
P09216,development,1
P09217,development,0
P09218,holdout,-1
P09219,development,2
P09220,development,2
P09221,development,2
P09222,development,4
P09223,development,4
P09224,development,0
P09225,holdout,-1
P09226,holdout,-1
P09227,development,0
P09228,development,0
P09229,development,4
P09230,holdout,-1
P09231,development,3
P09232,holdout,-1
P09233,holdout,-1
P09234,holdout,-1
P09235,development,2
P09236,development,2
P09237,development,0
P09238,holdout,-1
P09239,development,4
P09240,development,1
P09241,development,3
P09242,development,2
P09243,development,4
P09244,development,2
P09245,development,0
P09246,holdout,-1
P09247,development,0
P09248,development,1
P09249,development,4
P09250,development,3
P09251,development,0
P09252,development,1
P09253,development,4
P09254,holdout,-1
P09255,holdout,-1
P09256,development,2
P09257,development,3
P09258,development,1
P09259,development,0
P09260,development,3
P09261,development,4
P09262,holdout,-1
P09263,holdout,-1
P09264,development,1
P09265,development,4
P09266,holdout,-1
P09267,development,2
P09268,development,0
P09269,development,3
P09270,holdout,-1
P09271,development,4
P09272,holdout,-1
P09273,development,0
P09274,development,3
P09275,development,4
P09276,development,4
P09277,development,4
P09278,development,4
P09279,development,2
P09280,development,1
P09281,development,2
P09282,development,0
P09283,development,1
P09284,development,1
P09285,development,0
P09286,development,0
P09287,holdout,-1
P09288,development,3
P09289,development,4
P09290,development,2
P09291,development,4
P09292,development,0
P09293,development,3
P09294,development,2
P09295,development,4
P09296,development,2
P09297,development,1
P09298,development,4
P09299,development,2
P09300,development,3
P09301,development,2
P09302,development,4
P09303,development,3
P09304,development,1
P09305,development,1
P09306,holdout,-1
P09307,development,1
P09308,development,3
P09309,development,1
P09310,development,0
P09311,development,1
P09312,development,1
P09313,development,3
P09314,development,2
P09315,development,0
P09316,holdout,-1
P09317,holdout,-1
P09318,development,0
P09319,development,1
P09320,holdout,-1
P09321,development,2
P09322,development,3
P09323,development,0
P09324,holdout,-1
P09325,development,0
P09326,development,3
P09327,development,0
P09328,development,0
P09329,development,1
P09330,development,4
P09331,development,2
P09332,development,2
P09333,development,1
P09334,development,3
P09335,development,2
P09336,development,1
P09337,development,3
P09338,development,0
P09339,development,1
P09340,holdout,-1
P09341,development,3
P09342,holdout,-1
P09343,development,4
P09344,development,1
P09345,holdout,-1
P09346,development,4
P09347,holdout,-1
P09348,development,0
P09349,development,1
P09350,development,2
P09351,holdout,-1
P09352,development,0
P09353,development,1
P09354,development,3
P09355,development,4
P09356,development,3
P09357,development,0
P09358,holdout,-1
P09359,development,3
P09360,development,0
P09361,development,1
P09362,holdout,-1
P09363,development,2
P09364,holdout,-1
P09365,development,0
P09366,development,4
P09367,development,0
P09368,development,2
P09369,development,2
P09370,development,4
P09371,development,4
P09372,development,0
P09373,development,1
P09374,development,4
P09375,development,4
P09376,development,3
P09377,development,4
P09378,development,2
P09379,holdout,-1
P09380,holdout,-1
P09381,development,3
P09382,development,3
P09383,development,0
P09384,holdout,-1
P09385,development,2
P09386,development,1
P09387,development,1
P09388,development,1
P09389,development,4
P09390,development,0
P09391,development,2
P09392,development,0
P09393,development,3
P09394,development,1
P09395,development,2
P09396,development,0
